file,comment,clean_comment,label,quality_score,quality_level
/content/pandas/pandas/tests/io/pytables/test_read.py,# read with IndexError before another write,read with indexerror before another write,EXPLANATION,0.46,MEDIUM
/content/pandas/pandas/core/indexes/period.py,# Index Methods,index methods,EXPLANATION,0.28,LOW
/content/pandas/pandas/core/dtypes/dtypes.py,"# np.nan isn't a singleton, so we may end up with multiple",npnan isnt a singleton so we may end up with multiple,EXPLANATION,0.86,HIGH
/content/pandas/pandas/tests/reshape/merge/test_join.py,# no overlapping blocks,no overlapping blocks,EXPLANATION,0.32,LOW
/content/pandas/pandas/tests/resample/test_resample_api.py,# group_keys=False,groupkeysfalse,EXPLANATION,0.23,LOW
/content/pandas/pandas/tests/tools/test_to_datetime.py,# https://github.com/pandas-dev/pandas/issues/50108,httpsgithubcompandasdevpandasissues,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/ops/array_ops.py,# can never use numexpr,can never use numexpr,EXPLANATION,0.37,LOW
/content/pandas/pandas/core/dtypes/dtypes.py,# type variables in those subclasses are explicitly typed below.,type variables in those subclasses are explicitly typed below,EXPLANATION,0.59,MEDIUM
/content/pandas/pandas/io/parquet.py,# use get_handle only when we are very certain that it is not a directory,use gethandle only when we are very certain that it is not a directory,EXPLANATION,0.83,HIGH
/content/pandas/pandas/io/pytables.py,# take only valid axis labels,take only valid axis labels,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/tests/scalar/timestamp/methods/test_tz_convert.py,# from system utc to real utc,from system utc to real utc,EXPLANATION,0.8,HIGH
/content/pandas/pandas/io/parquet.py,# cannot use get_handle as write() does not accept file buffers,cannot use gethandle as write does not accept file buffers,EXPLANATION,0.89,HIGH
/content/pandas/pandas/tests/frame/test_unary.py,# TODO: assert that we have copies?,todo assert that we have copies,TODO,0.67,MEDIUM
/content/pandas/pandas/tests/series/test_arithmetic.py,# datetime ops with a non-unique index,datetime ops with a nonunique index,EXPLANATION,0.74,HIGH
/content/pandas/pandas/tests/indexing/test_chaining_and_caching.py,# not updating cache on series setting with slices,not updating cache on series setting with slices,EXPLANATION,0.71,HIGH
/content/pandas/pandas/tests/config/test_config.py,# reroute d.dep to d.a,reroute ddep to da,EXPLANATION,0.69,MEDIUM
/content/pandas/pandas/core/series.py,# GH#19275 SingleBlockManager input should only be called,gh singleblockmanager input should only be called,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/tests/dtypes/test_missing.py,# type: ignore[call-overload],type ignorecalloverload,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/tools/test_to_datetime.py,# Unfortunately this test between 12 and 1 AM Samoa time,unfortunately this test between  and  am samoa time,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/core/internals/construction.py,# TODO: reuse anything in try_cast?,todo reuse anything in trycast,TODO,0.5,MEDIUM
/content/pandas/pandas/io/parsers/python_parser.py,# The first element of this row is the one that could have the,the first element of this row is the one that could have the,EXPLANATION,0.98,HIGH
/content/pandas/pandas/io/parsers/python_parser.py,# infer column indices from self.usecols if it is specified.,infer column indices from selfusecols if it is specified,EXPLANATION,0.59,MEDIUM
/content/pandas/pandas/core/computation/scope.py,# get the hex repr of the binary char and remove 0x and pad by pad_size,get the hex repr of the binary char and remove x and pad by padsize,EXPLANATION,0.89,HIGH
/content/pandas/pandas/core/computation/scope.py,# only increment if the variable gets put in the scope,only increment if the variable gets put in the scope,EXPLANATION,0.81,HIGH
/content/pandas/pandas/io/html.py,"# list of rows, each a list of str",list of rows each a list of str,EXPLANATION,0.9,HIGH
/content/pandas/pandas/tests/arrays/test_timedeltas.py,# TODO: 2022-07-11 this is the only test that gets to DTA.tz_convert,todo  this is the only test that gets to dtatzconvert,TODO,0.89,HIGH
/content/pandas/pandas/io/pytables.py,# initial element,initial element,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/arrays/sparse/test_arithmetics.py,# sparse & sparse,sparse  sparse,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/io/pytables.py,# column must be an indexable or a data column,column must be an indexable or a data column,EXPLANATION,0.78,HIGH
/content/pandas/pandas/io/parquet.py,# pyright: ignore[reportUnusedImport] # noqa: F401,pyright ignorereportunusedimport  noqa f,EXPLANATION,0.2,LOW
/content/pandas/pandas/__init__.py,# pragma: no cover,pragma no cover,EXPLANATION,0.46,MEDIUM
/content/pandas/pandas/tests/io/test_orc.py,# ORC does not preserve distinction between string and large string,orc does not preserve distinction between string and large string,EXPLANATION,0.89,HIGH
/content/pandas/pandas/io/pytables.py,# TODO: prove that we only get here with axis == 1?,todo prove that we only get here with axis,TODO,0.87,HIGH
/content/pandas/pandas/tests/frame/indexing/test_getitem.py,# boolean indexing,boolean indexing,EXPLANATION,0.1,LOW
/content/pandas/pandas/core/generic.py,# is specified,is specified,EXPLANATION,0.28,LOW
/content/pandas/pandas/tests/copy_view/test_methods.py,"# Test this twice, since the second time, the item cache will be",test this twice since the second time the item cache will be,EXPLANATION,0.98,HIGH
/content/pandas/pandas/core/dtypes/dtypes.py,# This can be removed if/when pyarrow addresses it:,this can be removed ifwhen pyarrow addresses it,EXPLANATION,0.81,HIGH
/content/pandas/pandas/tests/io/test_clipboard.py,# Tests that the default behavior of to_clipboard is tab,tests that the default behavior of toclipboard is tab,EXPLANATION,0.78,HIGH
/content/pandas/pandas/tests/extension/test_sparse.py,# TODO: this fails bc we do not pass through nullable_string_dtype;,todo this fails bc we do not pass through nullablestringdtype,TODO,0.98,HIGH
/content/pandas/pandas/core/dtypes/dtypes.py,# GH#36280 the ordering of checks here is for performance,gh the ordering of checks here is for performance,EXPLANATION,0.83,HIGH
/content/pandas/pandas/tests/frame/test_query_eval.py,# noqa: F841,noqa f,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/tests/scalar/timestamp/test_arithmetic.py,"# spring forward, + ""7"" hours",spring forward   hours,EXPLANATION,0.46,MEDIUM
/content/pandas/pandas/tests/frame/methods/test_astype.py,# in the keys of the dtype dict,in the keys of the dtype dict,EXPLANATION,0.85,HIGH
/content/pandas/pandas/tests/frame/methods/test_astype.py,"# do real test: object dtype to a specified tz, different from construction tz.",do real test object dtype to a specified tz different from construction tz,EXPLANATION,0.82,HIGH
/content/pandas/pandas/io/pytables.py,"# ""Optional[Any]""; expected ""str""  [arg-type]",optionalany expected str  argtype,EXPLANATION,0.37,LOW
/content/pandas/pandas/tests/io/json/test_ujson.py,# Column indexed by default.,column indexed by default,EXPLANATION,0.47,MEDIUM
/content/pandas/pandas/io/parsers/python_parser.py,# The original set is stored in self.original_columns.,the original set is stored in selforiginalcolumns,EXPLANATION,0.44,MEDIUM
/content/pandas/pandas/core/generic.py,# perform the reindex on the axes,perform the reindex on the axes,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,"# gh-16530: the file-like need not have a ""next"" or ""__next__""",gh the filelike need not have a next or next,EXPLANATION,1.0,HIGH
/content/pandas/pandas/tests/tools/test_to_datetime.py,# coercion,coercion,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/ops/array_ops.py,# e.g. test_df_add_flex_filled_mixed_dtypes,eg testdfaddflexfilledmixeddtypes,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/frame/test_query_eval.py,# noqa: F841,noqa f,EXPLANATION,0.49,MEDIUM
/content/flask/tests/test_helpers.py,# Test with static file handler.,test with static file handler,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/tests/frame/methods/test_dot.py,# Check series argument,check series argument,EXPLANATION,0.32,LOW
/content/pandas/pandas/core/generic.py,# type: ignore[operator],type ignoreoperator,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/arrays/floating/test_repr.py,# smoke tests on auto dtype construction,smoke tests on auto dtype construction,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/tests/extension/base/ops.py,#  In some cases pandas dtype inference on the scalar result may not,in some cases pandas dtype inference on the scalar result may not,EXPLANATION,0.84,HIGH
/content/pandas/pandas/tests/frame/test_repr.py,# https://docs.python.org/3/reference/datamodel.html#object.__repr__,httpsdocspythonorgreferencedatamodelhtmlobjectrepr,EXPLANATION,0.05,LOW
/content/flask/src/flask/json/__init__.py,# type: ignore[return-value],type ignorereturnvalue,DOCSTRING,0.1,LOW
/content/pandas/pandas/tests/io/pytables/test_read.py,"# Categorical dtype not supported for ""fixed"" format. So no need",categorical dtype not supported for fixed format so no need,EXPLANATION,0.76,HIGH
/content/pandas/pandas/tests/tools/test_to_datetime.py,# https://github.com/pandas-dev/pandas/issues/12649,httpsgithubcompandasdevpandasissues,EXPLANATION,0.05,LOW
/content/requests/src/requests/hooks.py,# TODO: response is the only one,todo response is the only one,TODO,0.67,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,# TODO: copy or view?,todo copy or view,TODO,0.58,MEDIUM
/content/pandas/pandas/core/generic.py,# Case for non-unique axis,case for nonunique axis,EXPLANATION,0.69,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,# but we want to make sure that we are coercing,but we want to make sure that we are coercing,EXPLANATION,0.98,HIGH
/content/pandas/pandas/tests/series/indexing/test_getitem.py,"# with getitem, when assigning with a Series, it is not first aligned",with getitem when assigning with a series it is not first aligned,EXPLANATION,0.91,HIGH
/content/pandas/pandas/core/dtypes/dtypes.py,# pickle -> need to set the settable private ones here (see GH26067),pickle  need to set the settable private ones here see gh,EXPLANATION,0.94,HIGH
/content/pandas/pandas/tests/window/test_base_indexer.py,# Check that the rolling function output matches applying an alternative,check that the rolling function output matches applying an alternative,EXPLANATION,0.68,MEDIUM
/content/pandas/pandas/tests/window/test_ewm.py,# exception raised is Exception,exception raised is exception,EXPLANATION,0.37,LOW
/content/pandas/pandas/tests/indexes/interval/test_astype.py,"# Until we decide what the exception message _should_ be, we",until we decide what the exception message should be we,EXPLANATION,0.85,HIGH
/content/pandas/pandas/io/common.py,"# ""Union[TextIOWrapper, GzipFile, BaseBuffer, typing.IO[bytes],",uniontextiowrapper gzipfile basebuffer typingiobytes,EXPLANATION,0.2,LOW
/content/pandas/pandas/core/interchange/buffer.py,"# necessary. If that's not allowed, we need to raise an exception.",necessary if thats not allowed we need to raise an exception,EXPLANATION,0.82,HIGH
/content/pandas/pandas/tests/series/test_arithmetic.py,# non-equality is not comparable,nonequality is not comparable,EXPLANATION,0.26,LOW
/content/pandas/pandas/core/dtypes/dtypes.py,# To mirror DatetimeTZDtype,to mirror datetimetzdtype,EXPLANATION,0.18,LOW
/content/pandas/pandas/tests/extension/conftest.py,#  only numeric and timedelta-like dtypes will need to implement this.,only numeric and timedeltalike dtypes will need to implement this,EXPLANATION,0.81,HIGH
/content/pandas/pandas/io/common.py,# Use binary mode when converting path-like objects to file-like objects (fsspec),use binary mode when converting pathlike objects to filelike objects fsspec,EXPLANATION,0.75,HIGH
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating obj2 triggers a copy-on-write for that column / block,mutating obj triggers a copyonwrite for that column  block,EXPLANATION,0.73,HIGH
/content/pandas/pandas/core/generic.py,"# i.e. DataFrame, we cast to ndarray",ie dataframe we cast to ndarray,EXPLANATION,0.8,HIGH
/content/pandas/pandas/tests/scalar/interval/test_arithmetic.py,# https://github.com/pandas-dev/pandas/issues/32023,httpsgithubcompandasdevpandasissues,EXPLANATION,0.05,LOW
/content/pandas/pandas/tests/series/methods/test_nlargest.py,# GH#26154 : ensure True > False,gh  ensure true  false,EXPLANATION,0.69,MEDIUM
/content/pandas/pandas/core/series.py,"# Hashable], Callable[[Any], Hashable], None]""",hashable callableany hashable none,EXPLANATION,0.58,MEDIUM
/content/pandas/pandas/io/excel/_pyxlsb.py,# And set the result to the book-attribute,and set the result to the bookattribute,EXPLANATION,0.8,HIGH
/content/pandas/pandas/core/interchange/from_dataframe.py,# Doing module in order to not get ``IndexError`` for,doing module in order to not get indexerror for,EXPLANATION,0.73,HIGH
/content/pandas/pandas/core/dtypes/base.py,"# error: Non-overlapping equality check (left operand type: ""str"", right",error nonoverlapping equality check left operand type str right,EXPLANATION,0.64,MEDIUM
/content/pandas/pandas/tests/resample/test_resample_api.py,# passed lambda,passed lambda,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,# https://github.com/pandas-dev/pandas/issues/12649,httpsgithubcompandasdevpandasissues,EXPLANATION,0.05,LOW
/content/pandas/pandas/tests/io/pytables/test_compat.py,"#     if legacy_file.endswith(""table.h5""):",if legacyfileendswithtableh,EXPLANATION,0.1,LOW
/content/pandas/pandas/io/pytables.py,"# we cannot serialize this data, so report an exception on a column",we cannot serialize this data so report an exception on a column,EXPLANATION,0.73,HIGH
/content/pandas/pandas/tests/window/test_timeseries_window.py,# we need to roll the days separately,we need to roll the days separately,EXPLANATION,0.74,HIGH
/content/pandas/pandas/core/dtypes/dtypes.py,"# maybe a string like datetime64[ns, tz], which we support for",maybe a string like datetimens tz which we support for,EXPLANATION,0.89,HIGH
/content/pandas/pandas/io/common.py,"# ""dict[str, Any]""",dictstr any,EXPLANATION,0.28,LOW
/content/pandas/pandas/tests/strings/test_cat.py,# Series/Index with array,seriesindex with array,EXPLANATION,0.32,LOW
/content/pandas/pandas/tests/strings/test_cat.py,# box == Index,box  index,EXPLANATION,0.49,MEDIUM
/content/requests/tests/conftest.py,# to deselect the test via command-line when trustme is not available,to deselect the test via commandline when trustme is not available,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/tests/frame/methods/test_astype.py,# https://github.com/pandas-dev/pandas/issues/41797,httpsgithubcompandasdevpandasissues,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/generic.py,# the block manager shows then reversed,the block manager shows then reversed,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/tests/series/test_arithmetic.py,# GH#33930 consistent name-retention,gh consistent nameretention,EXPLANATION,0.18,LOW
/content/pandas/pandas/io/pytables.py,# figure out how to split the value,figure out how to split the value,EXPLANATION,0.8,HIGH
/content/flask/examples/tutorial/tests/test_auth.py,# check that the user is loaded from the session,check that the user is loaded from the session,EXPLANATION,0.87,HIGH
/content/pandas/pandas/tests/config/test_config.py,# current value is reported,current value is reported,EXPLANATION,0.37,LOW
/content/pandas/pandas/io/pytables.py,# have written a sentinel. Here we replace it with the original.,have written a sentinel here we replace it with the original,EXPLANATION,0.79,HIGH
/content/pandas/pandas/tests/series/methods/test_reindex.py,# https://github.com/pandas-dev/pandas/issues/42921,httpsgithubcompandasdevpandasissues,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/generic.py,"# should not happen, but better be on the safe side",should not happen but better be on the safe side,EXPLANATION,0.98,HIGH
/content/pandas/pandas/core/series.py,# type: ignore[override],type ignoreoverride,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/frame/methods/test_pop.py,# gh-10912: inplace ops cause caching issue,gh inplace ops cause caching issue,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/core/series.py,# e.g. test_basic_getitem_setitem_corner,eg testbasicgetitemsetitemcorner,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/series/methods/test_compare.py,# We want to make sure the relevant NaNs do not get dropped,we want to make sure the relevant nans do not get dropped,EXPLANATION,0.98,HIGH
/content/pandas/pandas/io/parsers/python_parser.py,# Remove empty lines and lines with only one whitespace value,remove empty lines and lines with only one whitespace value,EXPLANATION,0.85,HIGH
/content/pandas/pandas/core/series.py,"# For backwards compatibility, keep columns as [0] instead of",for backwards compatibility keep columns as  instead of,EXPLANATION,0.55,MEDIUM
/content/pandas/pandas/tests/frame/test_repr.py,# columns but no index,columns but no index,EXPLANATION,0.58,MEDIUM
/content/pandas/pandas/io/pytables.py,# validate the version,validate the version,EXPLANATION,0.32,LOW
/content/pandas/pandas/tests/window/test_base_indexer.py,# Example found in computation.rst,example found in computationrst,EXPLANATION,0.26,LOW
/content/pandas/doc/make.py,# external libraries (namely Sphinx) to compile this module and resolve,external libraries namely sphinx to compile this module and resolve,EXPLANATION,0.72,HIGH
/content/pandas/pandas/core/series.py,"# class ""NDFrame"")",class ndframe,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/tests/frame/test_repr.py,# this travels an improper code path,this travels an improper code path,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,#  operation is valid.  Defer to the PeriodArray implementation.,operation is valid  defer to the periodarray implementation,EXPLANATION,0.4,MEDIUM
/content/pandas/pandas/tests/frame/test_query_eval.py,# noqa: F841,noqa f,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/tests/indexes/datetimelike_/test_sort_values.py,# For compatibility check,for compatibility check,EXPLANATION,0.15,LOW
/content/pandas/pandas/io/pytables.py,# index columns,index columns,EXPLANATION,0.28,LOW
/content/pandas/pandas/tests/series/test_arithmetic.py,"# Some of these may end up in tests/arithmetic, but are not yet sorted",some of these may end up in testsarithmetic but are not yet sorted,EXPLANATION,0.95,HIGH
/content/pandas/pandas/tests/io/parser/test_na_values.py,# see gh-14983,see gh,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/tests/series/test_logical_ops.py,# filling,filling,EXPLANATION,0.23,LOW
/content/pandas/pandas/tests/indexes/categorical/test_indexing.py,# datetime category,datetime category,EXPLANATION,0.1,LOW
/content/pandas/pandas/core/dtypes/dtypes.py,"# Without is_na_fill_value in the comparison, those would be equal since",without isnafillvalue in the comparison those would be equal since,EXPLANATION,0.68,MEDIUM
/content/pandas/pandas/core/generic.py,# Picklability,picklability,EXPLANATION,0.05,LOW
/content/pandas/pandas/io/pytables.py,# type: ignore[arg-type],type ignoreargtype,EXPLANATION,0.28,LOW
/content/pandas/pandas/tests/series/methods/test_round.py,# See GH#14197,see gh,EXPLANATION,0.6,MEDIUM
/content/flask/tests/test_helpers.py,"# same as above, but with client context preservation",same as above but with client context preservation,EXPLANATION,0.65,MEDIUM
/content/pandas/pandas/tests/test_algos.py,# different objects -> False,different objects  false,EXPLANATION,0.32,LOW
/content/pandas/pandas/tests/frame/methods/test_rank.py,"# f7u12, this does not work without extensive workaround",fu this does not work without extensive workaround,EXPLANATION,0.76,HIGH
/content/pandas/pandas/tests/series/methods/test_reindex.py,# NO NaNs introduced,no nans introduced,EXPLANATION,0.46,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# GH#13486, GH#50887, GH#57275",gh gh gh,EXPLANATION,0.65,MEDIUM
/content/pandas/pandas/tests/extension/test_categorical.py,#  dtype on our result.,dtype on our result,EXPLANATION,0.58,MEDIUM
